"","ensemblGeneID","geneLength","geneName","geneBiotype"
"33790","ENSG00000237119",1234,"LINC01056","lncRNA"
"33791","ENSG00000237121",2180,"PIEZO1P2","unprocessed_pseudogene"
"33792","ENSG00000237124",648,"MTND2P11","unprocessed_pseudogene"
"33793","ENSG00000237125",21212,"HAND2-AS1","lncRNA"
"33794","ENSG00000237126",3725,"AC073254.1","lncRNA"
"33795","ENSG00000237127",253,"AC245028.2","unprocessed_pseudogene"
"33796","ENSG00000237128",273,"LINC02652","lncRNA"
"33797","ENSG00000237129",670,"MTCYBP34","processed_pseudogene"
"33798","ENSG00000237130",370,"MRPS6P2","processed_pseudogene"
"33799","ENSG00000237131",248,"AL021397.1","processed_pseudogene"
"33800","ENSG00000237133",338,"AC020594.1","lncRNA"
"33801","ENSG00000237135",1933,"DDX10P1","processed_pseudogene"
"33802","ENSG00000237136",1122,"C4orf51","protein_coding"
"33803","ENSG00000237137",127,"AL159169.1","processed_pseudogene"
"33804","ENSG00000237138",616,"HUNK-AS1","lncRNA"
"33805","ENSG00000237139",284,"RPS26P41","processed_pseudogene"
"33806","ENSG00000237140",348,"HSPE1P16","processed_pseudogene"
"33807","ENSG00000237141",319,"DNAJC19P1","processed_pseudogene"
"33808","ENSG00000237148",280,"HIGD1AP2","processed_pseudogene"
"33809","ENSG00000237149",3348,"ZNF503-AS2","lncRNA"
"33810","ENSG00000237153",4135,"AL162725.2","lncRNA"
"33811","ENSG00000237154",300,"MCFD2P1","processed_pseudogene"
"33812","ENSG00000237158",517,"AL353718.1","processed_pseudogene"
"33813","ENSG00000237159",2602,"CNTFR-AS1","lncRNA"
"33814","ENSG00000237160",193,"AC004022.2","processed_pseudogene"
"33815","ENSG00000237161",1549,"AC068446.1","processed_pseudogene"
"33816","ENSG00000237162",367,"AC007098.2","processed_pseudogene"
"33817","ENSG00000237163",303,"AC099794.2","processed_pseudogene"
"33818","ENSG00000237164",338,"SLC25A15P2","unprocessed_pseudogene"
"33819","ENSG00000237166",3231,"LINC01792","lncRNA"
"33820","ENSG00000237167",626,"AC128709.3","lncRNA"
"33821","ENSG00000237169",496,"RPL12P27","processed_pseudogene"
"33822","ENSG00000237170",584,"RPS7P15","processed_pseudogene"
"33823","ENSG00000237171",756,"AC005297.3","unprocessed_pseudogene"
"33824","ENSG00000237172",2702,"B3GNT9","protein_coding"
"33825","ENSG00000237173",108,"AC099796.1","processed_pseudogene"
"33826","ENSG00000237174",2237,"AL445465.1","lncRNA"
"33827","ENSG00000237175",382,"NME1P1","processed_pseudogene"
"33828","ENSG00000237176",475,"AC079905.1","processed_pseudogene"
"33829","ENSG00000237178",394,"AC019080.2","processed_pseudogene"
"33830","ENSG00000237179",1883,"LINC01797","lncRNA"
"33831","ENSG00000237180",267,"CYP46A4P","processed_pseudogene"
"33832","ENSG00000237181",731,"AC147651.4","lncRNA"
"33833","ENSG00000237182",250,"BX276092.6","processed_pseudogene"
"33834","ENSG00000237183",207,"KRTAP9-10P","unprocessed_pseudogene"
"33835","ENSG00000237185",916,"VN1R66P","unprocessed_pseudogene"
"33836","ENSG00000237186",623,"AC092418.1","processed_pseudogene"
"33837","ENSG00000237187",22725,"NR2F1-AS1","lncRNA"
"33838","ENSG00000237188",4139,"AC242426.2","lncRNA"
"33839","ENSG00000237190",1762,"CDKN2AIPNL","protein_coding"
"33840","ENSG00000237193",202,"AL451054.2","processed_pseudogene"
"33841","ENSG00000237194",777,"SNAI1P1","processed_pseudogene"
"33842","ENSG00000237195",464,"DLGAP5P1","processed_pseudogene"
"33843","ENSG00000237197",17,"IGHD1-7","IG_D_gene"
"33844","ENSG00000237200",273,"ZBTB40-IT1","lncRNA"
"33845","ENSG00000237202",564,"AJ239321.1","processed_pseudogene"
"33846","ENSG00000237205",712,"RPL7P34","processed_pseudogene"
"33847","ENSG00000237206",1534,"IMPDH1P4","processed_pseudogene"
"33848","ENSG00000237207",1192,"RBM17P3","processed_pseudogene"
"33849","ENSG00000237208",639,"AL445072.1","lncRNA"
"33850","ENSG00000237210",1435,"AC073324.1","processed_pseudogene"
"33851","ENSG00000237211",868,"SETP4","processed_pseudogene"
"33852","ENSG00000237212",2221,"AL449403.1","lncRNA"
"33853","ENSG00000237213",453,"RPL23AP22","processed_pseudogene"
"33854","ENSG00000237214",582,"AL080243.2","processed_pseudogene"
"33855","ENSG00000237215",184,"DEFB131D","unprocessed_pseudogene"
"33856","ENSG00000237217",429,"AC008074.1","processed_pseudogene"
"33857","ENSG00000237220",545,"AC104777.2","lncRNA"
"33858","ENSG00000237221",430,"PPEF1-AS1","lncRNA"
"33859","ENSG00000237222",10117,"LINC01968","lncRNA"
"33860","ENSG00000237223",2004,"SULT1C2P1","transcribed_unprocessed_pseudogene"
"33861","ENSG00000237224",2345,"AL157832.2","lncRNA"
"33862","ENSG00000237225",1118,"OR13K1P","unprocessed_pseudogene"
"33863","ENSG00000237226",775,"RPS3AP39","processed_pseudogene"
"33864","ENSG00000237227",307,"AL162739.1","processed_pseudogene"
"33865","ENSG00000237230",396,"KRTAP2-5P","unprocessed_pseudogene"
"33866","ENSG00000237232",2814,"ZNF295-AS1","lncRNA"
"33867","ENSG00000237233",863,"TMEM26-AS1","lncRNA"
"33868","ENSG00000237234",1509,"Z99289.1","lncRNA"
"33869","ENSG00000237235",9,"TRDD2","TR_D_gene"
"33870","ENSG00000237236",200,"AC023141.10","unprocessed_pseudogene"
"33871","ENSG00000237238",1596,"BMS1P10","transcribed_unprocessed_pseudogene"
"33872","ENSG00000237242",336,"BTF3P15","processed_pseudogene"
"33873","ENSG00000237243",577,"CREB3L2-AS1","lncRNA"
"33874","ENSG00000237247",778,"MBD3L5","protein_coding"
"33875","ENSG00000237248",2696,"LINC00987","lncRNA"
"33876","ENSG00000237249",395,"Z99127.3","processed_pseudogene"
"33877","ENSG00000237250",3127,"AL359924.1","lncRNA"
"33878","ENSG00000237251",771,"AC004987.3","unprocessed_pseudogene"
"33879","ENSG00000237252",461,"AC233981.1","processed_pseudogene"
"33880","ENSG00000237254",447,"TRBV30","TR_V_gene"
"33881","ENSG00000237256",427,"PGAM3P","processed_pseudogene"
"33882","ENSG00000237257",1025,"MTND2P8","unprocessed_pseudogene"
"33883","ENSG00000237259",258,"AL049646.2","lncRNA"
"33884","ENSG00000237260",441,"PPIAP67","processed_pseudogene"
"33885","ENSG00000237261",283,"Metazoa_SRP","misc_RNA"
"33886","ENSG00000237262",469,"AC068492.1","lncRNA"
"33887","ENSG00000237263",2162,"MAPK6P3","processed_pseudogene"
"33888","ENSG00000237264",551,"FTH1P11","processed_pseudogene"
"33889","ENSG00000237265",1995,"BX276092.7","transcribed_unprocessed_pseudogene"
"33890","ENSG00000237266",1431,"LINC01810","lncRNA"
"33891","ENSG00000237267",2029,"LINC01519","lncRNA"
"33892","ENSG00000237268",1835,"AC092447.7","transcribed_unprocessed_pseudogene"
"33893","ENSG00000237269",947,"RBMY2TP","unprocessed_pseudogene"
"33894","ENSG00000237271",1069,"AC009498.1","lncRNA"
"33895","ENSG00000237272",952,"OR51R1P","unitary_pseudogene"
"33896","ENSG00000237273",492,"RSL24D1P8","processed_pseudogene"
"33897","ENSG00000237274",1004,"GTF3AP1","processed_pseudogene"
"33898","ENSG00000237275",271,"AL450023.3","processed_pseudogene"
"33899","ENSG00000237276",1990,"ANO7L1","transcribed_unprocessed_pseudogene"
"33900","ENSG00000237278",1563,"RLIMP2","processed_pseudogene"
"33901","ENSG00000237279",395,"AC099677.3","processed_pseudogene"
"33902","ENSG00000237280",688,"AL136982.3","lncRNA"
"33903","ENSG00000237281",535,"CATIP-AS2","lncRNA"
"33904","ENSG00000237282",734,"LINC00851","lncRNA"
"33905","ENSG00000237283",2157,"AL691515.1","lncRNA"
"33906","ENSG00000237285",960,"HNRNPA1P2","processed_pseudogene"
"33907","ENSG00000237286",969,"AC004906.1","lncRNA"
"33908","ENSG00000237289",3470,"CKMT1B","protein_coding"
"33909","ENSG00000237290",2573,"LINC01343","lncRNA"
"33910","ENSG00000237292",667,"LINC01732","lncRNA"
"33911","ENSG00000237293",336,"AC007099.2","lncRNA"
"33912","ENSG00000237294",1513,"EIF4BP9","processed_pseudogene"
"33913","ENSG00000237296",7046,"SMG1P1","transcribed_unprocessed_pseudogene"
"33914","ENSG00000237297",747,"AL713922.1","unprocessed_pseudogene"
"33915","ENSG00000237298",25511,"TTN-AS1","lncRNA"
"33916","ENSG00000237299",568,"AP000534.2","unprocessed_pseudogene"
"33917","ENSG00000237300",500,"MTCO1P19","processed_pseudogene"
"33918","ENSG00000237301",2845,"AL121992.1","lncRNA"
"33919","ENSG00000237302",1177,"OFD1P11Y","unprocessed_pseudogene"
"33920","ENSG00000237303",274,"HIGD1AP8","processed_pseudogene"
"33921","ENSG00000237306",327,"HSPE1P22","processed_pseudogene"
"33922","ENSG00000237307",2678,"SRRM1P3","processed_pseudogene"
"33923","ENSG00000237308",510,"AC009237.10","processed_pseudogene"
"33924","ENSG00000237309",1030,"MTND2P6","unprocessed_pseudogene"
"33925","ENSG00000237310",1262,"AC008267.5","lncRNA"
"33926","ENSG00000237311",1701,"AL034397.2","lncRNA"
"33927","ENSG00000237312",1023,"AL358134.1","lncRNA"
"33928","ENSG00000237314",496,"RPL12P39","transcribed_processed_pseudogene"
"33929","ENSG00000237316",549,"Z82196.2","lncRNA"
"33930","ENSG00000237317",935,"AL022400.1","processed_pseudogene"
"33931","ENSG00000237319",230,"AL118496.2","processed_pseudogene"
"33932","ENSG00000237320",499,"AC019064.1","lncRNA"
"33933","ENSG00000237321",649,"AL354936.1","lncRNA"
"33934","ENSG00000237322",463,"RPL7L1P10","processed_pseudogene"
"33935","ENSG00000237323",146,"AC245036.3","unprocessed_pseudogene"
"33936","ENSG00000237324",1408,"AC093158.1","lncRNA"
"33937","ENSG00000237325",758,"AP000563.1","processed_pseudogene"
"33938","ENSG00000237326",487,"AC113608.2","lncRNA"
"33939","ENSG00000237327",357,"UPP2-IT1","lncRNA"
"33940","ENSG00000237328",724,"RAI1-AS1","lncRNA"
"33941","ENSG00000237329",507,"AL356320.2","processed_pseudogene"
"33942","ENSG00000237330",1900,"RNF223","protein_coding"
"33943","ENSG00000237331",482,"XIAP-AS1","lncRNA"
"33944","ENSG00000237336",722,"AL445489.1","lncRNA"
"33945","ENSG00000237337",858,"AL592182.2","lncRNA"
"33946","ENSG00000237338",500,"FTCD-AS1","lncRNA"
"33947","ENSG00000237339",2746,"LINC01502","lncRNA"
"33948","ENSG00000237341",542,"SYP-AS1","lncRNA"
"33949","ENSG00000237342",479,"AL132796.1","lncRNA"
"33950","ENSG00000237343",314,"AC246785.3","lncRNA"
"33951","ENSG00000237345",617,"AC245047.6","processed_pseudogene"
"33952","ENSG00000237346",803,"AL080313.2","lncRNA"
"33953","ENSG00000237347",403,"AC004461.1","processed_pseudogene"
"33954","ENSG00000237349",283,"BX679664.2","processed_pseudogene"
"33955","ENSG00000237350",576,"CDC42P6","processed_pseudogene"
"33956","ENSG00000237351",1248,"AL513366.1","processed_pseudogene"
"33957","ENSG00000237352",8462,"LINC01358","lncRNA"
"33958","ENSG00000237353",2885,"PATE4","protein_coding"
"33959","ENSG00000237354",937,"OR52S1P","unprocessed_pseudogene"
"33960","ENSG00000237356",14459,"AL365295.1","lncRNA"
"33961","ENSG00000237357",2579,"BX088651.4","lncRNA"
"33962","ENSG00000237358",351,"AC007064.1","processed_pseudogene"
"33963","ENSG00000237359",944,"AL354977.2","lncRNA"
"33964","ENSG00000237360",420,"CHCHD4P2","processed_pseudogene"
"33965","ENSG00000237361",3136,"TUSC8","lncRNA"
"33966","ENSG00000237363",395,"AP006288.1","unprocessed_pseudogene"
"33967","ENSG00000237365",349,"AL512330.1","lncRNA"
"33968","ENSG00000237370",693,"AC010907.2","lncRNA"
"33969","ENSG00000237371",188,"AL355803.1","lncRNA"
"33970","ENSG00000237372",3346,"AL606807.1","lncRNA"
"33971","ENSG00000237373",489,"BRWD1-IT1","lncRNA"
"33972","ENSG00000237377",343,"AC005703.2","lncRNA"
"33973","ENSG00000237378",2034,"AL445989.1","protein_coding"
"33974","ENSG00000237379",527,"CBX1P3","processed_pseudogene"
"33975","ENSG00000237380",2071,"HOXD-AS2","lncRNA"
"33976","ENSG00000237381",1423,"AL023280.1","processed_pseudogene"
"33977","ENSG00000237382",465,"RPL21P121","processed_pseudogene"
"33978","ENSG00000237383",262,"CNN2P11","processed_pseudogene"
"33979","ENSG00000237385",641,"AL583839.1","lncRNA"
"33980","ENSG00000237387",660,"AL022329.2","lncRNA"
"33981","ENSG00000237388",1064,"OR4A47","protein_coding"
"33982","ENSG00000237389",411,"AL645634.2","lncRNA"
"33983","ENSG00000237390",5586,"AL139130.1","lncRNA"
"33984","ENSG00000237396",659,"LNCNEF","lncRNA"
"33985","ENSG00000237398",229,"HLA-DPA3","unprocessed_pseudogene"
"33986","ENSG00000237399",4370,"PITRM1-AS1","lncRNA"
"33987","ENSG00000237400",531,"AC006960.2","lncRNA"
"33988","ENSG00000237401",6990,"LINC01304","lncRNA"
"33989","ENSG00000237402",365,"CAMTA1-IT1","lncRNA"
"33990","ENSG00000237406",1135,"NDUFA9P1","processed_pseudogene"
"33991","ENSG00000237407",775,"AP000552.2","lncRNA"
"33992","ENSG00000237408",499,"ART2BP","unprocessed_pseudogene"
"33993","ENSG00000237409",428,"AL513302.1","processed_pseudogene"
"33994","ENSG00000237410",469,"AP001092.1","lncRNA"
"33995","ENSG00000237412",2390,"PRSS56","protein_coding"
"33996","ENSG00000237413",2481,"AC096531.2","lncRNA"
"33997","ENSG00000237414",687,"AL365204.2","lncRNA"
"33998","ENSG00000237415",865,"NRBF2P3","processed_pseudogene"
"33999","ENSG00000237417",1805,"XRCC6P1","processed_pseudogene"
"34000","ENSG00000237418",155,"AC069257.2","processed_pseudogene"
"34001","ENSG00000237419",538,"AL954642.1","lncRNA"
"34002","ENSG00000237422",4722,"AL158071.4","lncRNA"
"34003","ENSG00000237423",2029,"LINC01522","lncRNA"
"34004","ENSG00000237424",2509,"FOXD2-AS1","lncRNA"
"34005","ENSG00000237425",888,"RPSAP2","processed_pseudogene"
"34006","ENSG00000237426",1459,"ZIK1P1","processed_pseudogene"
"34007","ENSG00000237427",312,"TOMM22P1","processed_pseudogene"
"34008","ENSG00000237428",1561,"ASH2LP2","processed_pseudogene"
"34009","ENSG00000237429",283,"BX293535.1","lncRNA"
"34010","ENSG00000237432",582,"RPS7P12","processed_pseudogene"
"34011","ENSG00000237433",881,"RPSAP11","processed_pseudogene"
"34012","ENSG00000237434",832,"AL512635.1","processed_pseudogene"
"34013","ENSG00000237435",2804,"LINC02790","lncRNA"
"34014","ENSG00000237436",415,"CAMTA1-DT","lncRNA"
"34015","ENSG00000237437",1227,"ASS1P12","processed_pseudogene"
"34016","ENSG00000237438",4453,"CECR7","transcribed_unprocessed_pseudogene"
"34017","ENSG00000237439",630,"Z83839.1","transcribed_unprocessed_pseudogene"
"34018","ENSG00000237440",8978,"ZNF737","protein_coding"
"34019","ENSG00000237441",4159,"RGL2","protein_coding"
"34020","ENSG00000237442",1271,"HNRNPA1P57","transcribed_processed_pseudogene"
"34021","ENSG00000237443",907,"OR13D2P","unprocessed_pseudogene"
"34022","ENSG00000237444",525,"AP001342.1","processed_pseudogene"
"34023","ENSG00000237445",379,"AL359771.1","lncRNA"
"34024","ENSG00000237446",351,"RHEBP3","processed_pseudogene"
"34025","ENSG00000237447",1922,"CDC27P2","processed_pseudogene"
"34026","ENSG00000237449",1039,"TAAR4P","unprocessed_pseudogene"
"34027","ENSG00000237450",469,"RPL23AP71","processed_pseudogene"
"34028","ENSG00000237451",367,"CDK2AP2P2","processed_pseudogene"
"34029","ENSG00000237452",2749,"BHMG1","protein_coding"
"34030","ENSG00000237453",343,"AC096536.1","lncRNA"
"34031","ENSG00000237456",405,"AC104849.1","processed_pseudogene"
"34032","ENSG00000237457",607,"LINC01351","lncRNA"
"34033","ENSG00000237458",271,"TUBB4BP3","processed_pseudogene"
"34034","ENSG00000237460",2185,"LINC01661","lncRNA"
"34035","ENSG00000237461",3759,"AL359710.1","lncRNA"
"34036","ENSG00000237463",4348,"LRRC52-AS1","lncRNA"
"34037","ENSG00000237464",355,"AL031663.2","lncRNA"
"34038","ENSG00000237466",328,"MTCO3P41","unprocessed_pseudogene"
"34039","ENSG00000237468",2190,"AL359547.1","lncRNA"
"34040","ENSG00000237469",1279,"TUBB8P10","unprocessed_pseudogene"
"34041","ENSG00000237470",470,"DCLRE1CP1","unprocessed_pseudogene"
"34042","ENSG00000237471",1646,"AC073115.2","lncRNA"
"34043","ENSG00000237472",319,"AC245054.2","processed_pseudogene"
"34044","ENSG00000237473",1222,"AC068759.1","lncRNA"
"34045","ENSG00000237475",739,"RPL7P53","processed_pseudogene"
"34046","ENSG00000237476",684,"LINC01637","lncRNA"
"34047","ENSG00000237477",552,"AC093911.1","lncRNA"
"34048","ENSG00000237478",262,"AL390023.1","processed_pseudogene"
"34049","ENSG00000237479",430,"AC007557.4","lncRNA"
"34050","ENSG00000237480",8919,"AL355306.2","lncRNA"
"34051","ENSG00000237481",640,"AL117350.1","lncRNA"
"34052","ENSG00000237483",445,"RPS27AP8","processed_pseudogene"
"34053","ENSG00000237484",9513,"LINC01684","lncRNA"
"34054","ENSG00000237487",1036,"VN1R48P","processed_pseudogene"
"34055","ENSG00000237489",6811,"C10orf143","protein_coding"
"34056","ENSG00000237490",455,"RPS27AP17","processed_pseudogene"
"34057","ENSG00000237491",8413,"LINC01409","lncRNA"
"34058","ENSG00000237492",913,"OR2L9P","unprocessed_pseudogene"
"34059","ENSG00000237493",604,"AC034102.1","processed_pseudogene"
"34060","ENSG00000237494",349,"AL360007.1","lncRNA"
"34061","ENSG00000237498",1337,"AC010105.1","lncRNA"
"34062","ENSG00000237499",4150,"WAKMAR2","lncRNA"
"34063","ENSG00000237500",332,"AL713851.2","lncRNA"
"34064","ENSG00000237501",249,"AC108667.1","processed_pseudogene"
"34065","ENSG00000237503",408,"AC239798.3","processed_pseudogene"
"34066","ENSG00000237505",16635,"PKN2-AS1","lncRNA"
"34067","ENSG00000237506",861,"RPSAP15","processed_pseudogene"
"34068","ENSG00000237510",2245,"GPAT2P1","transcribed_unprocessed_pseudogene"
"34069","ENSG00000237512",707,"UNC5B-AS1","lncRNA"
"34070","ENSG00000237513",2557,"AC007384.1","lncRNA"
"34071","ENSG00000237514",514,"PTP4A1P7","processed_pseudogene"
"34072","ENSG00000237515",10180,"SHISA9","protein_coding"
"34073","ENSG00000237517",5676,"DGCR5","transcribed_unprocessed_pseudogene"
"34074","ENSG00000237520",423,"AL391832.1","lncRNA"
"34075","ENSG00000237521",1870,"OR7E24","protein_coding"
"34076","ENSG00000237522",1231,"NONOP2","processed_pseudogene"
"34077","ENSG00000237523",2509,"LINC00857","lncRNA"
"34078","ENSG00000237524",1533,"TEX51","protein_coding"
"34079","ENSG00000237525",3139,"AC012668.3","lncRNA"
"34080","ENSG00000237527",480,"AF241725.1","lncRNA"
"34081","ENSG00000237528",189,"AL929410.2","processed_pseudogene"
"34082","ENSG00000237529",1514,"AL137847.2","lncRNA"
"34083","ENSG00000237530",1822,"AL136140.1","lncRNA"
"34084","ENSG00000237531",588,"AL672277.1","lncRNA"
"34085","ENSG00000237532",357,"AC012451.1","lncRNA"
"34086","ENSG00000237539",611,"AC003669.1","processed_pseudogene"
"34087","ENSG00000237540",301,"RPL36AP36","processed_pseudogene"
"34088","ENSG00000237541",1458,"HLA-DQA2","protein_coding"
"34089","ENSG00000237542",513,"MTCO3P17","unprocessed_pseudogene"
"34090","ENSG00000237546",1116,"XKRYP6","unprocessed_pseudogene"
"34091","ENSG00000237547",60,"IGHJ2P","IG_J_pseudogene"
"34092","ENSG00000237548",1052,"TTLL11-IT1","lncRNA"
"34093","ENSG00000237549",693,"AC092570.3","processed_pseudogene"
"34094","ENSG00000237550",717,"AC243919.1","transcribed_processed_pseudogene"
"34095","ENSG00000237551",448,"AC096775.1","processed_pseudogene"
"34096","ENSG00000237552",448,"LINC02567","lncRNA"
"34097","ENSG00000237553",220,"AL133547.1","processed_pseudogene"
"34098","ENSG00000237555",400,"AL031681.1","processed_pseudogene"
"34099","ENSG00000237556",777,"KCND3-AS1","lncRNA"
"34100","ENSG00000237557",727,"YWHABP1","processed_pseudogene"
"34101","ENSG00000237558",1604,"CDY7P","unprocessed_pseudogene"
"34102","ENSG00000237560",2673,"LINC01497","lncRNA"
"34103","ENSG00000237566",235,"AC090955.1","processed_pseudogene"
"34104","ENSG00000237567",734,"LINC02836","lncRNA"
"34105","ENSG00000237568",324,"AC099063.1","lncRNA"
"34106","ENSG00000237569",1352,"TUBAP","processed_pseudogene"
"34107","ENSG00000237571",404,"AC073284.1","lncRNA"
"34108","ENSG00000237572",261,"AC092001.1","unprocessed_pseudogene"
"34109","ENSG00000237574",2398,"LINC01856","lncRNA"
"34110","ENSG00000237575",1076,"PYY2","transcribed_unprocessed_pseudogene"
"34111","ENSG00000237576",715,"LINC01888","lncRNA"
"34112","ENSG00000237579",1760,"LINC01514","lncRNA"
"34113","ENSG00000237580",391,"GCSHP3","processed_pseudogene"
"34114","ENSG00000237581",594,"AC005538.1","lncRNA"
"34115","ENSG00000237583",318,"AC093166.4","processed_pseudogene"
"34116","ENSG00000237584",579,"RAC1P4","processed_pseudogene"
"34117","ENSG00000237585",295,"LINC00407","lncRNA"
"34118","ENSG00000237586",490,"AC090192.1","processed_pseudogene"
"34119","ENSG00000237588",4122,"AL590666.3","lncRNA"
"34120","ENSG00000237589",256,"HMGN1P32","processed_pseudogene"
"34121","ENSG00000237590",841,"AL137026.2","lncRNA"
